id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform,r_5,r_25,r_40,r_60,time_old format
1408,Now that's a cool car,fgonzalez,261,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1409,"Such a fun day, good for you",clayton.myers,261,,0:11,control,1,1,1,1,1,1,1,,,,,00:03:12
1410,Looking good!,aleeboi,261,,0:22,control,1,1,1,1,1,1,1,,,,,00:01:00
1411,what a flat car LOL,MedicalRyan,261,,2:48,control,1,1,1,1,1,1,1,,,,,00:08:24
1412,It's a beautiful day for it!,clayton.myers,262,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1413,Way to be active!,aleeboi,262,,0:20,control,1,1,1,1,1,1,1,,,,,00:06:42
1414,Seems like a ton of fun :),mewranda,262,,3:24,control,1,1,1,1,1,1,1,,,,,00:09:54
1415,"Hahahaha, my friends and I are wack",aleeboi,263,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1416,Don't know where I'd be without my weirdos :),mewranda,263,,0:11,control,1,1,1,1,1,1,1,,,,,00:03:28
1417,LOL love <3,gwenfromtheblock,263,,0:22,control,1,1,1,1,1,1,1,,,,,00:05:51
1418,you all look so happy to be with each other,EmmaSmith0214,263,,0:02,control,1,1,1,1,1,1,1,,,,,0:03:00
1419,"if you think your friends are crazy, what are you?? hahahha ",KatieeeM,263,,3:20,control,1,1,1,1,1,1,1,,,,,00:08:24
1420,Makes the running pain worth it!,mewranda,264,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1421,There's not beating that.,gwenfromtheblock,264,,0:23,control,1,1,1,1,1,1,1,,,,,00:01:47
1422,lovely!,masterchefterry,264,,2:49,control,1,1,1,1,1,1,1,,,,,00:03:55
1423,HA! I blink and everything's out of place again!,gwenfromtheblock,265,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1424,Someday we'll figure out how to keep things in order....,masterchefterry,265,,0:14,control,1,1,1,1,1,1,1,,,,,00:08:00
1425,This is so relatable!,difrad,265,,0:14,control,1,1,1,1,1,1,1,,,,,0:03:00
1426,Impossible to keep a home cleaner than 5 minutes,EmmaSmith0214,265,,3:13,control,1,1,1,1,1,1,1,,,,,00:08:24
1427,"There are two types of people in the world. Those who put ketchup on the side of their plate, and cool people.",masterchefterry,266,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1428,Classic Kristen!,difrad,266,,0:13,control,1,1,1,1,1,1,1,,,,,00:02:47
1429,"Lol love this, too true.",M.Kapadia92,266,,3:09,control,1,1,1,1,1,1,1,,,,,00:00:17
1430,Dang that's a sick photo,difrad,267,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1431,bet lmk where you're going next time,M.Kapadia92,267,,0:17,control,1,1,1,1,1,1,1,,,,,00:05:53
1432,was a sick night,SnakeCharmer,267,,0:25,control,1,1,1,1,1,1,1,,,,,00:03:38
1433,nice bro,Marcymaniac,267,,0:24,control,1,1,1,1,1,1,1,,,,,0:03:00
1434,looking good  😏,breathe_in,267,,4:23,control,1,1,1,1,1,1,1,,,,,00:08:24
1435,OMG ME,M.Kapadia92,268,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1436,One of my favorite parks!,SnakeCharmer,268,,0:10,control,1,1,1,1,1,1,1,,,,,00:04:48
1437,Ahhh not for me!! I'm terrified of them,livelaughlove,268,,2:02,control,1,1,1,1,1,1,1,,,,,00:08:00
1438,I was super jealous for a second!,SnakeCharmer,269,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1439,Still a great game to be at!,livelaughlove,269,,0:13,control,1,1,1,1,1,1,1,,,,,00:02:46
1440,those damn yankees........,bblueberryy,269,,0:14,control,1,1,1,1,1,1,1,,,,,0:03:00
1441,You almost had me!,generic-joe,269,,2:39,control,1,1,1,1,1,1,1,,,,,00:08:24
1442,You're right it totally does!,livelaughlove,270,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1443,SO pretty!,bblueberryy,270,,0:10,control,1,1,1,1,1,1,1,,,,,00:08:15
1444,"How beautiful, thank you for sharing.",ancho-n-cayenne,270,,3:21,control,1,1,1,1,1,1,1,,,,,00:04:11
1445,Best vibes ever,bblueberryy,271,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1446,I swear this is so underrated hahahaha,ancho-n-cayenne,271,,0:21,control,1,1,1,1,1,1,1,,,,,00:00:41
1447,Looks like a great time!,john73,271,,0:21,control,1,1,1,1,1,1,1,,,,,00:02:04
1448,"ugh im so jealous, my friends hate taking pictures",southerngirlCel,271,,0:18,control,1,1,1,1,1,1,1,,,,,0:03:00
1449,you guys look amazing as always!! 😍😍😍,PatelS,271,,3:43,control,1,1,1,1,1,1,1,,,,,00:08:24
1450,Happy Birthday!,ancho-n-cayenne,272,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1451,Wishing you the best!,john73,272,,0:15,control,1,1,1,1,1,1,1,,,,,00:00:32
1452,Happy Birthday Ashley!!,coachmatthews,272,,3:25,control,1,1,1,1,1,1,1,,,,,00:00:35
1453,Omg that's sick,john73,273,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1454,Damn I totally would've wanted to drive it lol,coachmatthews,273,,0:13,control,1,1,1,1,1,1,1,,,,,00:08:57
1455,So cool!,NoahM1121,273,,0:14,control,1,1,1,1,1,1,1,,,,,0:03:00
1456,I wouldn't let you anywhere near my car haha ,M.Kapadia92,273,,4:39,control,1,1,1,1,1,1,1,,,,,00:08:24
1457,Break a leg!,coachmatthews,274,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1458,I wouldn't miss it for the world :),NoahM1121,274,,0:16,control,1,1,1,1,1,1,1,,,,,00:09:19
1459,Can't wait to see it! Break a leg!,MannyDL34,274,,2:44,control,1,1,1,1,1,1,1,,,,,00:08:57
1460,You are so talented!,NoahM1121,275,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1461,Oh wow! I love it!,MannyDL34,275,,0:13,control,1,1,1,1,1,1,1,,,,,00:08:16
1462,Stunning,sweetpea,275,,0:14,control,1,1,1,1,1,1,1,,,,,0:03:00
1463,you should blend the eye a little more ,bblueberryy,275,,2:39,control,1,1,1,1,1,1,1,,,,,00:08:24
1464,Planners are my LIFE,MannyDL34,276,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1465,I don't know what I'd do without my planner,sweetpea,276,,0:22,control,1,1,1,1,1,1,1,,,,,00:00:22
1466,I aspire to be as organized as you lol,mateoV,276,,3:40,control,1,1,1,1,1,1,1,,,,,00:08:19
1467,Safe travels!,sweetpea,277,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1468,Exciting! That opens so many doors,mateoV,277,,0:24,control,1,1,1,1,1,1,1,,,,,00:05:51
1469,Take me with you!!,artisanalways,277,,0:25,control,1,1,1,1,1,1,1,,,,,00:08:43
1470,You should visit Prague. Super affordable and beautiful.,caffeinated,277,,0:18,control,1,1,1,1,1,1,1,,,,,0:03:00
1471,Cant wait to hear about all the places you'll visit,ria_camiii,277,,4:15,control,1,1,1,1,1,1,1,,,,,0:12:24
1472,relatable af,mateoV,278,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1473,"Haha same! I'm addicted to bullet journals, but not bullet journaling hahahah",artisanalways,278,,0:06,control,1,1,1,1,1,1,1,,,,,00:09:34
1474,Omg I feel you,Jcole9,278,,2:10,control,1,1,1,1,1,1,1,,,,,00:03:07
1475,Yummmm,artisanalways,279,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1476,I think it's time for me to invest in a crock pot,Jcole9,279,,0:11,control,1,1,1,1,1,1,1,,,,,00:02:15
1477,Love it!,_aikira_,279,,0:11,control,1,1,1,1,1,1,1,,,,,00:01:50
1478,Nothing like cooking once and having food for days,kittycatbakes,279,,3:48,control,1,1,1,1,1,1,1,,,,,00:03:02
1479,Love the color scheme!,Jcole9,280,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1480,"Ooooo, time for a new sweater?",_aikira_,280,,0:07,control,1,1,1,1,1,1,1,,,,,00:01:28
1481,Could you teach me??,fusionfeast,280,,2:13,control,1,1,1,1,1,1,1,,,,,00:06:03
1482,LOL,_aikira_,281,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1483,Hehe I get it,fusionfeast,281,,0:21,control,1,1,1,1,1,1,1,,,,,00:09:37
1484,*groans*,lee.alexa,281,,0:22,control,1,1,1,1,1,1,1,,,,,00:02:12
1485,which side will you go on?? 😉,jackrussellmom,281,,0:08,control,1,1,1,1,1,1,1,,,,,0:03:00
1486,"Uh uh, I hope it doesn't start raining meatballs",tacoguy,281,,2:02,control,1,1,1,1,1,1,1,,,,,00:08:24
1487,IT WAS SO VIOLENT,fusionfeast,282,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1488,"Haha, there's no keeping up with the popular games these days",lee.alexa,282,,0:14,control,1,1,1,1,1,1,1,,,,,00:07:25
1489,Fun bonding time though!,ria_camiii,282,,4:19,control,1,1,1,1,1,1,1,,,,,00:00:32
1490,happy birthday!,lee.alexa,283,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1491,happy happy birthday to you!!,ria_camiii,283,,0:13,control,1,1,1,1,1,1,1,,,,,00:05:06
1492,"Aww such a nice photo, happy birthday!",caffeinated,283,,0:20,control,1,1,1,1,1,1,1,,,,,00:03:59
1493,she's looking younger each year!,hockeymom101,283,,4:21,control,1,1,1,1,1,1,1,,,,,00:04:54
1494,Woah watch out for that one!,ria_camiii,284,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1495,Looking good kid!,caffeinated,284,,0:21,control,1,1,1,1,1,1,1,,,,,00:03:49
1496,What a dare devil <3,earthpulse,284,,2:33,control,1,1,1,1,1,1,1,,,,,00:04:54
1497,"hahaha, love it!",caffeinated,285,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1498,Omg that's that perfect gift for her,earthpulse,285,,0:24,control,1,1,1,1,1,1,1,,,,,00:08:04
1499,absolutely amazing,casssssssssie,285,,0:20,control,1,1,1,1,1,1,1,,,,,00:01:43
1500,"I just rewatched avatar, he's my favorite character",MedicalRyan,285,,0:19,control,1,1,1,1,1,1,1,,,,,00:03:02
1501,if only he was big enough to fly,KatieeeM,285,,3:55,control,1,1,1,1,1,1,1,,,,,00:04:54
1502,They're the best days!!,earthpulse,286,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1503,WOOOO!!!!,casssssssssie,286,,0:15,control,1,1,1,1,1,1,1,,,,,00:08:49
1504,YEAH LET'S GOOOOO,breethebaker,286,,3:35,control,1,1,1,1,1,1,1,,,,,00:05:40
1505,Omg best day ever!,casssssssssie,287,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1506,The only appropriate response imo,breethebaker,287,,0:09,control,1,1,1,1,1,1,1,,,,,00:03:08
1507,Ugh love it,kittycatbakes,287,,0:21,control,1,1,1,1,1,1,1,,,,,00:06:55
1508,so much snow!,M.Kapadia92,287,,2:21,control,1,1,1,1,1,1,1,,,,,00:04:54
1509,looks delicisous!,breethebaker,288,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1510,Soooo when are you cooking for me?? hahaha,kittycatbakes,288,,0:17,control,1,1,1,1,1,1,1,,,,,00:03:49
1511,Yum!,localewis,288,,3:11,control,1,1,1,1,1,1,1,,,,,00:00:54
1512,So many great memories :),kittycatbakes,289,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1513,Take me back!!!!,localewis,289,,0:20,control,1,1,1,1,1,1,1,,,,,00:04:44
1514,Love this so much,jupiterpride,289,,0:20,control,1,1,1,1,1,1,1,,,,,00:03:27
1515,so serene,caffeinated,289,,0:19,control,1,1,1,1,1,1,1,,,,,00:04:54
1516,stunning! I wish I could watch the sunset with my camp friends,_aikira_,289,,3:05,control,1,1,1,1,1,1,1,,,,,00:07:52
1517,Omg I see what you mean,localewis,290,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1518,That would be a fun car for sure,jupiterpride,290,,0:18,control,1,1,1,1,1,1,1,,,,,00:03:02
1519,Some day!,breathe_in,290,,3:48,control,1,1,1,1,1,1,1,,,,,00:03:39
1520,Oooo might have to steal some from you,jupiterpride,291,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1521,Very appropriately named LOL,breathe_in,291,,0:10,control,1,1,1,1,1,1,1,,,,,00:01:00
1522,I'd love the recipe!,jackrussellmom,291,,0:24,control,1,1,1,1,1,1,1,,,,,00:04:58
1523,those look crazy (and delicious),kittycatbakes,291,,3:36,control,1,1,1,1,1,1,1,,,,,00:07:52
1524,hahaha same,breathe_in,292,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1525,why'd you have to call me out like this lmao,jackrussellmom,292,,0:19,control,1,1,1,1,1,1,1,,,,,00:05:47
1526,more relatable than I'd like to admit,lavenderrrrrr,292,,2:08,control,1,1,1,1,1,1,1,,,,,00:07:37
1527,Health grind never stops!,jackrussellmom,293,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1528,I've been trying to eat healthier too! How are these made?,lavenderrrrrr,293,,0:06,control,1,1,1,1,1,1,1,,,,,00:05:16
1529,Still looks delicious!,tastyrobot,293,,0:09,control,1,1,1,1,1,1,1,,,,,00:01:00
1530,How do those taste? I've always wanted to try,sweetpea,293,,0:21,control,1,1,1,1,1,1,1,,,,,00:04:58
1531,you shouldn't feel guilty for eating some cookies,ancho-n-cayenne,293,,2:09,control,1,1,1,1,1,1,1,,,,,00:07:52
1532,Seems so fun!,lavenderrrrrr,294,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1533,What I wouldn't do for a milkshake right now....,tastyrobot,294,,0:25,control,1,1,1,1,1,1,1,,,,,00:04:58
1534,Haha even if it's two cups you can bet I'm drinking both!,wiz_khaleesi,294,,3:16,control,1,1,1,1,1,1,1,,,,,00:07:52
1535,No question blue one is the way to go,tastyrobot,295,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1536,Yo that blue one at the top looks SICK,wiz_khaleesi,295,,0:13,control,1,1,1,1,1,1,1,,,,,00:01:00
1537,I would go for classic acoustic personally,Ataylor,295,,0:17,control,1,1,1,1,1,1,1,,,,,00:04:58
1538,That blue one looks really pretty ,NoahM1121,295,,3:31,control,1,1,1,1,1,1,1,,,,,00:07:52
1539,Haha I feel you Luna 😅,wiz_khaleesi,296,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1540,Gotta love her!,Ataylor,296,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:02
1541,Omg what a cutie,cavsforever,296,,3:17,control,1,1,1,1,1,1,1,,,,,00:02:04
1542,So pretty 💕,Ataylor,297,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1543,Love this quote......thanks for sharing.........,cavsforever,297,,0:11,control,1,1,1,1,1,1,1,,,,,00:07:16
1544,💕💕💕,tacoguy,297,,0:17,control,1,1,1,1,1,1,1,,,,,00:01:00
1545,what song is that?,artisanalways,297,,3:42,control,1,1,1,1,1,1,1,,,,,00:01:42
1546,haunting and gorgeous,cavsforever,298,,0:02,control,1,1,1,1,1,1,1,,,,,00:05:01
1547,"Wow, what song is this?",tacoguy,298,,0:25,control,1,1,1,1,1,1,1,,,,,00:01:42
1548,great photo,Sue_S,298,,2:16,control,1,1,1,1,1,1,1,,,,,00:05:01
1549,I love your photography,tacoguy,299,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1550,Do you do commissions??,Sue_S,299,,0:09,control,1,1,1,1,1,1,1,,,,,00:07:50
1551,Love the quote,karenM,299,,0:11,control,1,1,1,1,1,1,1,,,,,00:03:20
1552,looks so peaceful,lavenderrrrrr,299,,0:22,control,1,1,1,1,1,1,1,,,,,00:01:00
1553,i'd love to curl up and read a book next to taht,kittycatbakes,299,,2:38,control,1,1,1,1,1,1,1,,,,,00:01:42
1554,I could eat twelve rolls ugh,Sue_S,300,,0:03,control,1,1,1,1,1,1,1,,,,,00:05:01
1555,YUMMM MY FAV,karenM,300,,0:12,control,1,1,1,1,1,1,1,,,,,00:08:47
1556,omg that looks so goooooood,jake_turk,300,,2:11,control,1,1,1,1,1,1,1,,,,,00:04:02
1557,Gotta eat up! Love breakfast!,karenM,301,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1558,Looks soooo delicious,jake_turk,301,,0:14,control,1,1,1,1,1,1,1,,,,,00:01:00
1559,You got that right!,snowbird,301,,0:15,control,1,1,1,1,1,1,1,,,,,00:01:42
1560,I love fresh berries with my breakfast,HP743,301,,2:57,control,1,1,1,1,1,1,1,,,,,00:05:01
1561,OMG STOP,jake_turk,302,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1562,I could cry this is so adorable,snowbird,302,,0:19,control,1,1,1,1,1,1,1,,,,,00:06:31
1563,awwwww 💕,youngcunningham,302,,4:20,control,1,1,1,1,1,1,1,,,,,00:01:46
1564,LOVE Jane Austen,snowbird,303,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1565,This is so true 🎶,youngcunningham,303,,0:16,control,1,1,1,1,1,1,1,,,,,00:04:15
1566,Couldn't agree more!,generic-joe,303,,0:14,control,1,1,1,1,1,1,1,,,,,00:09:06
1567,I finally bought Folklore on vinyl,ancho-n-cayenne,303,,0:22,control,1,1,1,1,1,1,1,,,,,00:06:31
1568,this picture makes me want to slow dance,bblueberryy,303,,4:54,control,1,1,1,1,1,1,1,,,,,00:08:16
1569,The number of fights I've gotten into over Monopoly...,youngcunningham,304,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1570,Bet I could beat you 😏,generic-joe,304,,0:19,control,1,1,1,1,1,1,1,,,,,00:00:08
1571,That's a dangerous game right there,Smitty12,304,,2:20,control,1,1,1,1,1,1,1,,,,,00:08:16
1572,Wow! Where was this??,generic-joe,305,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1573,So so pretty 😍,Smitty12,305,,0:07,control,1,1,1,1,1,1,1,,,,,00:03:47
1574,Isn't nature fantastic?,hockeymom101,305,,0:09,control,1,1,1,1,1,1,1,,,,,00:02:22
1575,a full rainbow!,mateoV,305,,4:05,control,1,1,1,1,1,1,1,,,,,00:06:31
1576,HA!,Smitty12,306,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1577,She got herself in this situation lol 😂,hockeymom101,306,,0:20,control,1,1,1,1,1,1,1,,,,,00:07:23
1578,LMAO love that cat,SamTHEMAN,306,,2:14,control,1,1,1,1,1,1,1,,,,,00:08:14
1579,WOAH where is this?,hockeymom101,307,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1580,Okay okay everyone CALM DOWN I'm geeking out over this,SamTHEMAN,307,,0:11,control,1,1,1,1,1,1,1,,,,,00:06:54
1581,Stop I'm obsessed,Marcymaniac,307,,0:24,control,1,1,1,1,1,1,1,,,,,00:07:30
1582,I did not think this was a real place... whoops,lee.alexa,307,,0:22,control,1,1,1,1,1,1,1,,,,,0:15:19
1583,literally my dream,earthpulse,307,,3:09,control,1,1,1,1,1,1,1,,,,,00:05:19
1584,I need to go to the dentist just LOOKING at this photo! LOL 🤣,SamTHEMAN,308,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1585,omg WHERE DO I GET THIS,Marcymaniac,308,,0:25,control,1,1,1,1,1,1,1,,,,,00:00:47
1586,soooo yummy,HP743,308,,4:41,control,1,1,1,1,1,1,1,,,,,00:04:51
1587,Just hanging out 🤣,Marcymaniac,309,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1588,She looks comfy!,HP743,309,,0:05,control,1,1,1,1,1,1,1,,,,,00:02:17
1589,So adorable,southerngirlCel,309,,0:16,control,1,1,1,1,1,1,1,,,,,00:04:12
1590,what a model,ayoitsayo,309,,4:45,control,1,1,1,1,1,1,1,,,,,00:07:52
1591,Oooo love it!,HP743,310,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1592,Wow! What type of fish do you have?,southerngirlCel,310,,0:21,control,1,1,1,1,1,1,1,,,,,00:01:07
1593,Where do I get these plants?? I need!!,BossmanRy,310,,2:42,control,1,1,1,1,1,1,1,,,,,00:01:53
1594,Wow never seen anything like that!,southerngirlCel,311,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1595,Looks like some sort of hybrid! Maybe a fuchsia?,BossmanRy,311,,0:10,control,1,1,1,1,1,1,1,,,,,00:08:13
1596,Idk but it's super pretty!,TomM41,311,,0:24,control,1,1,1,1,1,1,1,,,,,00:07:13
1597,they look like dancing ladies ,dana84,311,,0:20,control,1,1,1,1,1,1,1,,,,,00:05:19
1598,There's an app that identifies plants I think,lucyinurdreams,311,,3:15,control,1,1,1,1,1,1,1,,,,,0:10:19
1599,Safe travels!,BossmanRy,312,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1600,"Have a good trip, stay safe!",TomM41,312,,0:25,control,1,1,1,1,1,1,1,,,,,00:03:57
1601,Can't wait to travel again...,Lisa181818,312,,2:02,control,1,1,1,1,1,1,1,,,,,00:07:24
1602,Can't wait to get back :),TomM41,313,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1603,Welcome home!,Lisa181818,313,,0:07,control,1,1,1,1,1,1,1,,,,,00:00:30
1604,How long will you be in your city??,BeardedMatt,313,,0:13,control,1,1,1,1,1,1,1,,,,,00:05:19
1605,philly who??,wiz_khaleesi,313,,5:00,control,1,1,1,1,1,1,1,,,,,00:07:52
1606,hahaha I'll never get this,Lisa181818,314,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1607,....inside joke in the making I guess?,BeardedMatt,314,,0:18,control,1,1,1,1,1,1,1,,,,,00:08:07
1608,what in the world,MedicalRyan,314,,2:52,control,1,1,1,1,1,1,1,,,,,00:02:01
1609,Love the masks!,BeardedMatt,315,,0:01,control,1,1,1,1,1,1,1,,,,,00:01:00
1610,"Stay distant from strangers, be safe!",MedicalRyan,315,,0:13,control,1,1,1,1,1,1,1,,,,,00:08:32
1611,Go Tigers!!!,this_jack,315,,0:20,control,1,1,1,1,1,1,1,,,,,00:05:19
1612,aww at least they're together,ancho-n-cayenne,315,,0:20,control,1,1,1,1,1,1,1,,,,,00:01:00
1613,never seen the stadium so empty,M.Kapadia92,315,,3:04,control,1,1,1,1,1,1,1,,,,,00:09:12
1614,Great photo!,MedicalRyan,316,,0:03,control,1,1,1,1,1,1,1,,,,,00:01:00
1615,Seems like SUCH a fun outing,this_jack,316,,0:20,control,1,1,1,1,1,1,1,,,,,00:09:12
1616,Where was this?,PatelS,316,,2:11,control,1,1,1,1,1,1,1,,,,,00:07:07
1617,Totally agree!,this_jack,317,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1618,Love love love all the lights,PatelS,317,,0:05,control,1,1,1,1,1,1,1,,,,,00:08:25
1619,So true!,DonDonDonna,317,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1620,I love skylines at night,john73,317,,3:27,control,1,1,1,1,1,1,1,,,,,00:09:12
1621,Hope you had a great time,PatelS,318,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1622,What a view!,DonDonDonna,318,,0:24,control,1,1,1,1,1,1,1,,,,,00:05:56
1623,Good to see you got to spend time with him!,EmmaSmith0214,318,,2:40,control,1,1,1,1,1,1,1,,,,,00:06:12
1624,Have a slafe flight!,BeardedMatt,319,,0:04,control,1,1,1,1,1,1,1,,,,,00:01:00
1625,Be safe and have a good trip!,MedicalRyan,319,,0:14,control,1,1,1,1,1,1,1,,,,,00:03:25
1626,Sooooo jealous,this_jack,319,,0:10,control,1,1,1,1,1,1,1,,,,,00:09:13
1627,Have so much fun,artisanalways,319,,0:20,control,1,1,1,1,1,1,1,,,,,00:04:50
1628,Please take lots of pics,jackrussellmom,319,,2:34,control,1,1,1,1,1,1,1,,,,,00:04:50
1629,"hahaha, that's one happy kid!",MedicalRyan,320,,0:05,control,1,1,1,1,1,1,1,,,,,00:01:00
1630,Sending love <3,this_jack,320,,0:24,control,1,1,1,1,1,1,1,,,,,00:08:26
1631,I would be too! :D,PatelS,320,,2:40,control,1,1,1,1,1,1,1,,,,,00:01:23
1632,"The scenery is the best part, isn't it?",this_jack,321,,0:02,control,1,1,1,1,1,1,1,,,,,00:01:00
1633,Seems like so much fun!,PatelS,321,,0:05,control,1,1,1,1,1,1,1,,,,,00:04:50
1634,Did you build that rock tower youself?,Smitty12,321,,0:05,control,1,1,1,1,1,1,1,,,,,00:02:44
1635,I love coming accross random things like this on hikes,DonDonDonna,321,,0:16,control,1,1,1,1,1,1,1,,,,,00:07:08
1637,"Vaccinations are about protecting the vulnerable in society as much as protecting yourself. No one is forcing you, but if you opt out then you should not be treated as those who have",youngcunningham,400,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:50
1638,"I respectfully disagree, for the following reasons: this vaccine is tested and proved effective.",generic-joe,400,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:52
1639,"If there are too many refusers, everyone is placed at a greater risk. Put the needs of the others first",Smitty12,400,,2:40,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:50
1640,Right!! why don't people understand??? 🤢🤢😔,M.Kapadia92,400,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:23
1641,I choose not to trust the vaccine yet people yell at me for not doing so.,SnakeCharmer,400,,0:19,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:29
1642,Agreeed. I'm entitled to my body as you are to yours. Don't tell me what to do.,livelaughlove,400,,2:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:49
