id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform
1228,Wouldn't miss it for the world!,Jcole9,213,,00:01:00,control,1,1,1,1,1,1,1
1229,I'll be there! Send me the deets!,_aikira_,213,,00:04:52,control,1,1,1,1,1,1,1
1230,Break a leg!,fusionfeast,213,,00:04:35,control,1,1,1,1,1,1,1
1231,What sort of project? I could help you find someone,_aikira_,214,,00:01:00,control,1,1,1,1,1,1,1
1232,Just dm'd,fusionfeast,214,,00:07:00,control,1,1,1,1,1,1,1
1233,That's a whole lotta wood!,hockeymom101,214,,00:01:00,control,1,1,1,1,1,1,1
1234,Interested!,lee.alexa,214,,00:04:52,control,1,1,1,1,1,1,1
1235,Really? I find it to be pretty good comfort food,fusionfeast,215,,00:01:00,control,1,1,1,1,1,1,1
1236,Yeah I know what you mean....,lee.alexa,215,,00:03:45,control,1,1,1,1,1,1,1
1237,Mediocre at best.,ria_camiii,215,,00:08:36,control,1,1,1,1,1,1,1
1238,I don't care as long as Tom Holland is the love interest 😍,lee.alexa,216,,00:01:00,control,1,1,1,1,1,1,1
1239,"Chris Pine, I will be taking no other suggestions.",ria_camiii,216,,00:01:47,control,1,1,1,1,1,1,1
1240,I LOVE Emma Watson!,caffeinated,216,,00:07:32,control,1,1,1,1,1,1,1
1241,"easy, Jennifer Lawrence",hockeymom101,216,,00:00:42,control,1,1,1,1,1,1,1
1242,hmm this is such a good question! Tom Hanks? Dont mean to flatter myself hahah,TomM41,216,,00:05:47,control,1,1,1,1,1,1,1
1243,Great skill to have!,ria_camiii,217,,00:01:00,control,1,1,1,1,1,1,1
1244,"Oh I'm interested, where is it? Can you send the details?",caffeinated,217,,00:08:55,control,1,1,1,1,1,1,1
1245,"Sharing with friends, this will be a great course!",lavenderrrrrr,217,,00:03:15,control,1,1,1,1,1,1,1
1246,I almost don't mind being snowed in when it looks like this 😍,caffeinated,218,,00:01:00,control,1,1,1,1,1,1,1
1247,Lovely pic!,lavenderrrrrr,218,,00:00:42,control,1,1,1,1,1,1,1
1248,Couldn't agree more,earthpulse,218,,00:05:47,control,1,1,1,1,1,1,1
1249,a very artistic picture!,ayoitsayo,218,,00:07:58,control,1,1,1,1,1,1,1
1250,Awesome pics!,lavenderrrrrr,219,,00:01:00,control,1,1,1,1,1,1,1
1251,"Your photography is really improving, way to go!",earthpulse,219,,00:01:48,control,1,1,1,1,1,1,1
1252,Love!,cavsforever,219,,00:03:38,control,1,1,1,1,1,1,1
1253,Wow sick cave!,earthpulse,220,,00:01:00,control,1,1,1,1,1,1,1
1254,Such big rocks for such a small girl!,cavsforever,220,,00:07:58,control,1,1,1,1,1,1,1
1255,Fun times!,breethebaker,220,,00:07:21,control,1,1,1,1,1,1,1
1256,what a cool pic,B.Mike,220,,00:00:42,control,1,1,1,1,1,1,1
1257,where is this? I would love to do some exploring myself ,generic-joe,220,,00:05:47,control,1,1,1,1,1,1,1
1258,It was a great game!,cavsforever,221,,00:01:00,control,1,1,1,1,1,1,1
1259,Jealous!!!!,breethebaker,221,,00:01:12,control,1,1,1,1,1,1,1
1260,That's a perfect view right there,kittycatbakes,221,,00:04:40,control,1,1,1,1,1,1,1
1261,Here's to many more happy years!,breethebaker,222,,00:01:00,control,1,1,1,1,1,1,1
1262,"Congratulations you two, sending love",kittycatbakes,222,,00:09:38,control,1,1,1,1,1,1,1
1263,A picture almost as beautiful as you two!,hockeymom101,222,,00:07:58,control,1,1,1,1,1,1,1
1264,😍😍😍,localewis,222,,00:06:22,control,1,1,1,1,1,1,1
1265,Super fun hair for super fun girls!,kittycatbakes,223,,00:01:00,control,1,1,1,1,1,1,1
1266,Such cuties!,localewis,223,,00:08:29,control,1,1,1,1,1,1,1
1267,They've gotten so big omg,jupiterpride,223,,00:00:18,control,1,1,1,1,1,1,1
1268,"I'm so sorry, keeping you and your family in my thoughts.",localewis,224,,00:01:00,control,1,1,1,1,1,1,1
1269,Praying for you and thinking of you,jupiterpride,224,,00:08:01,control,1,1,1,1,1,1,1
1270,Sending love 💕,breathe_in,224,,00:01:36,control,1,1,1,1,1,1,1
1271,"How awful! She's so strong, she'll be out in no time!",Lisa181818,224,,00:07:56,control,1,1,1,1,1,1,1
1272,so sorry! Let me know if there is anything I can do ❤️,PatelS,224,,00:05:48,control,1,1,1,1,1,1,1
1273,LET'S GOOOOOO,jupiterpride,225,,00:01:00,control,1,1,1,1,1,1,1
1274,This is gonna be hype,breathe_in,225,,00:07:56,control,1,1,1,1,1,1,1
1275,Can't wait bro,jackrussellmom,225,,00:05:48,control,1,1,1,1,1,1,1
1276,I could eat that whole thing!,breathe_in,226,,00:01:00,control,1,1,1,1,1,1,1
1277,Omg that looks so good,jackrussellmom,226,,00:07:54,control,1,1,1,1,1,1,1
1278,You'll have to send me the recipe!,tastyrobot,226,,00:09:31,control,1,1,1,1,1,1,1
1279,Very scrumptious.,Lisa181818,226,,00:02:01,control,1,1,1,1,1,1,1
1280,Sounds interesting!,jackrussellmom,227,,00:01:00,control,1,1,1,1,1,1,1
1281,These are so pretty!,tastyrobot,227,,00:01:26,control,1,1,1,1,1,1,1
1282,I'll message you for the details :),wiz_khaleesi,227,,00:00:13,control,1,1,1,1,1,1,1
1283,Looks so good!,tastyrobot,228,,00:01:00,control,1,1,1,1,1,1,1
1284,Wow! Totally new look I love it!,wiz_khaleesi,228,,00:02:01,control,1,1,1,1,1,1,1
1285,Looking sharp 👍,karenM,228,,00:02:25,control,1,1,1,1,1,1,1
1286,Looks great! Be confident!,Smitty12,228,,00:07:56,control,1,1,1,1,1,1,1
1287,Blonde looks great on you,ria_camiii,228,,00:05:48,control,1,1,1,1,1,1,1
1288,Good to know!,wiz_khaleesi,229,,00:01:00,control,1,1,1,1,1,1,1
1289,Note to self: buy new wine 😋,karenM,229,,00:05:14,control,1,1,1,1,1,1,1
1290,"Would also recommend, surprisingly good!",tacoguy,229,,00:06:44,control,1,1,1,1,1,1,1
1291,Looks like a great view,karenM,230,,00:01:00,control,1,1,1,1,1,1,1
1292,How nice!,tacoguy,230,,00:04:03,control,1,1,1,1,1,1,1
1293,Omg it's my favorite people!!!,Ataylor,230,,00:04:22,control,1,1,1,1,1,1,1
1294,hahah smooth! I'm gonna have to use that some time,localewis,230,,0:02:03,control,1,1,1,1,1,1,1
1295,You go!!,tacoguy,231,,00:01:00,control,1,1,1,1,1,1,1
1296,Any recommendations on yoga classes for beginners?,Ataylor,231,,00:09:18,control,1,1,1,1,1,1,1
1297,"I've been meaning to get into yoga, this is a sign!",jake_turk,231,,00:09:55,control,1,1,1,1,1,1,1
1298,Seems like so much fun!,Ataylor,232,,00:01:00,control,1,1,1,1,1,1,1
1299,Perfect day!,jake_turk,232,,00:03:00,control,1,1,1,1,1,1,1
1300,🥳🥳🥳,hockeymom101,232,,00:00:11,control,1,1,1,1,1,1,1
1301,what a good looking group!,jupiterpride,232,,00:07:56,control,1,1,1,1,1,1,1
1302,So sad I couldn't make it <3,tastyrobot,232,,00:05:48,control,1,1,1,1,1,1,1
1303,Ugh take me back to warm weather 😩,jake_turk,233,,00:01:00,control,1,1,1,1,1,1,1
1304,It'll be warm again soon!,hockeymom101,233,,00:09:54,control,1,1,1,1,1,1,1
1305,relatable,snowbird,233,,00:06:35,control,1,1,1,1,1,1,1
1306,I'll ask my brother he'd know!,hockeymom101,234,,00:01:00,control,1,1,1,1,1,1,1
1307,I have kindle and I love it,snowbird,234,,00:02:40,control,1,1,1,1,1,1,1
1308,Lmk if you hear!,youngcunningham,234,,00:00:20,control,1,1,1,1,1,1,1
1309,"If you like audio books, I'd highly recommend audible",karenM,234,,00:05:35,control,1,1,1,1,1,1,1
1310,Wow! Time flies!,snowbird,235,,00:01:00,control,1,1,1,1,1,1,1
1311,Congrates Lanie!,youngcunningham,235,,00:05:57,control,1,1,1,1,1,1,1
1312,Way to go Lanie!,generic-joe,235,,00:05:30,control,1,1,1,1,1,1,1
1313,aw she's all grown up!,Sue_S,235,,00:01:00,control,1,1,1,1,1,1,1
1314,It feels like just yesterday she was starting high school ❤️,EmmaSmith0214,235,,00:09:18,control,1,1,1,1,1,1,1
1315,Such a good boy!,youngcunningham,236,,00:01:00,control,1,1,1,1,1,1,1
1316,I love Rocko with my entire heart,generic-joe,236,,00:07:07,control,1,1,1,1,1,1,1
1317,Fetch makes it all worth it!,Smitty12,236,,00:01:13,control,1,1,1,1,1,1,1
1318,I'll be there!,generic-joe,237,,00:01:00,control,1,1,1,1,1,1,1
1319,Oooo looking forward to it!,Smitty12,237,,00:09:58,control,1,1,1,1,1,1,1
1320,Looks like some great deals!,BossmanRy,237,,00:09:59,control,1,1,1,1,1,1,1
1321,"That bag looks super cute, def will be there.",breathe_in,237,,00:02:25, control,0,0,0,0,0,0,0
1322,I'm super into Marvel!,Smitty12,238,,00:01:00,control,1,1,1,1,1,1,1
1323,Also love Marvel! Spiderman Homecoming is great if you haven't seen any of the other movies,BossmanRy,238,,00:02:25,control,1,1,1,1,1,1,1
1324,Harry Potter is my comfort movie :),HP743,238,,00:00:34,control,1,1,1,1,1,1,1
1325,Same here! Can't wait!,BossmanRy,239,,00:01:00,control,1,1,1,1,1,1,1
1326,The golf course is my happy place :'),HP743,239,,00:05:35,control,1,1,1,1,1,1,1
1327,We're getting close!,Marcymaniac,239,,00:00:48,control,1,1,1,1,1,1,1
1328,"I can't, men and their golfing!",jackrussellmom,239,,00:05:35,control,1,1,1,1,1,1,1
1329,cant believe you've lasted this long without it,hockeymom101,239,,00:09:28,control,1,1,1,1,1,1,1
1330,Ha! Looking good!,HP743,240,,00:01:00,control,1,1,1,1,1,1,1
1331,What cuties!,Marcymaniac,240,,00:02:01,control,1,1,1,1,1,1,1
1332,Aww they were always such great kiddos,southerngirlCel,240,,00:08:08,control,1,1,1,1,1,1,1
1333,Good luck!,Marcymaniac,241,,00:01:00,control,1,1,1,1,1,1,1
1334,"Grind time, you got this!",southerngirlCel,241,,00:00:40,control,1,1,1,1,1,1,1
1335,You're so on top of things you'll do great,BossmanRy,241,,00:02:20,control,1,1,1,1,1,1,1
1336,so cute! love the animal motif,HP743,241,,00:05:35,control,1,1,1,1,1,1,1
1337,Wow!,southerngirlCel,242,,00:01:00,control,1,1,1,1,1,1,1
1338,That's absolutely incredible,BossmanRy,242,,00:00:19,control,1,1,1,1,1,1,1
1339,So cool you were able to get a photo,TomM41,242,,00:08:02,control,1,1,1,1,1,1,1
1340,Ooo where are you going?,BossmanRy,243,,00:01:00,control,1,1,1,1,1,1,1
1341,Drive safe!,TomM41,243,,00:09:17,control,1,1,1,1,1,1,1
1342,Have the best time,BeardedMatt,243,,00:05:50,control,1,1,1,1,1,1,1
1343,what a gorgeous sunset,B.Mike,243,,00:09:28,control,1,1,1,1,1,1,1
1344,keep taking and posting pics please ,thisisalfie1998,243,,00:08:02,control,1,1,1,1,1,1,1
1345,Gotta love that quality time,TomM41,244,,00:01:00,control,1,1,1,1,1,1,1
1346,One of my favorite groups! They always sound wonderful,BeardedMatt,244,,00:03:49,control,1,1,1,1,1,1,1
1347,Omg I was there too!,Lisa181818,244,,00:01:34,control,1,1,1,1,1,1,1
1348,LOL love that,BeardedMatt,245,,00:01:00,control,1,1,1,1,1,1,1
1349,"Omg I'll have to keep an eye out for those, that's hysterical",Lisa181818,245,,00:05:30,control,1,1,1,1,1,1,1
1350,ROFL,PatelS,245,,00:01:00,control,1,1,1,1,1,1,1
1351,Hahaha makes using a hand santizer a lil more fun!,gwenfromtheblock,245,,00:09:28,control,1,1,1,1,1,1,1
1352,Haha! I agree!,Lisa181818,246,,00:01:00,control,1,1,1,1,1,1,1
1353,You are the punniest person I know,PatelS,246,,00:01:32,control,1,1,1,1,1,1,1
1354,Nothing beats the smell of a new book,this_jack,246,,00:04:32,control,1,1,1,1,1,1,1
1355,Lmk if you want any route ideas!,PatelS,247,,00:01:00,control,1,1,1,1,1,1,1
1356,We'll have to go out cycling together sometime,this_jack,247,,00:00:48,control,1,1,1,1,1,1,1
1357,How fun!,DonDonDonna,247,,00:09:28,control,1,1,1,1,1,1,1
1358,Way to recycle!,Smitty12,247,,00:05:35,control,1,1,1,1,1,1,1
1359,Let's make sure to ride together some time 😄,MedicalRyan,247,,00:08:02,control,1,1,1,1,1,1,1
1360,Beautiful!,this_jack,248,,00:01:00,control,1,1,1,1,1,1,1
1361,"Aww, I needed this thank you for sharing!",DonDonDonna,248,,00:05:12,control,1,1,1,1,1,1,1
1362,These are just lovely,EmmaSmith0214,248,,00:02:30,control,1,1,1,1,1,1,1
1363,Yum!,DonDonDonna,249,,00:01:00,control,1,1,1,1,1,1,1
1364,Sending love to your beautiful family,EmmaSmith0214,249,,00:03:14,control,1,1,1,1,1,1,1
1365,This warms my heart :),B.Mike,249,,00:03:58,control,1,1,1,1,1,1,1
1366,I love fresh strawberries!,KatieeeM,249,,00:08:02,control,1,1,1,1,1,1,1
1367,Now THAT'S a perfect day for a hike,EmmaSmith0214,250,,00:01:00,control,1,1,1,1,1,1,1
1368,What a beautiful day,B.Mike,250,,00:02:29,control,1,1,1,1,1,1,1
1369,I gotta get out more often!,mariaann,250,,00:04:30,control,1,1,1,1,1,1,1
1370,have fun!,B.Mike,251,,00:01:00,control,1,1,1,1,1,1,1
1371,"Jealous, ugh I miss the ocean",mariaann,251,,00:08:28,control,1,1,1,1,1,1,1
1372,Love love love,KatieeeM,251,,00:04:27,control,1,1,1,1,1,1,1
1373,nothing better than being out at the beach,generic-joe,251,,00:01:36,control,1,1,1,1,1,1,1
1374,How lovely!,caffeinated,251,,00:06:20,control,1,1,1,1,1,1,1
1375,I love the brightness they bring amongst the warm colors!,mariaann,252,,00:01:00,control,1,1,1,1,1,1,1
1376,"All the leaves are just so lovely, I could stay outside all day",KatieeeM,252,,00:05:26,control,1,1,1,1,1,1,1
1377,I'm obsessed with the super deep red colors,TimBJenkins,252,,00:07:33,control,1,1,1,1,1,1,1
1378,Lol what in the world,KatieeeM,253,,00:01:00,control,1,1,1,1,1,1,1
1379,gotta love transposition,TimBJenkins,253,,00:01:36,control,1,1,1,1,1,1,1
1380,"haha been there, it's such a pain",jiruletheworld,253,,00:06:20,control,1,1,1,1,1,1,1
1381,How cool! that just looks like giberrish to me haha,breethebaker,253,,00:08:31,control,1,1,1,1,1,1,1
1382,What a fun reunion!,TimBJenkins,254,,00:01:00,control,1,1,1,1,1,1,1
1383,"Oooo, that coffee topping looks super cool",jiruletheworld,254,,00:03:39,control,1,1,1,1,1,1,1
1384,Blast from the past! Haven't seen him in forever!,dana84,254,,00:01:38,control,1,1,1,1,1,1,1
1385,Oh I think I know what you're talking about!,jiruletheworld,255,,00:01:00,control,1,1,1,1,1,1,1
1386,Reminds me of the Monet series :'),dana84,255,,00:00:24,control,1,1,1,1,1,1,1
1387,Just gorgeous,ayoitsayo,255,,00:08:31,control,1,1,1,1,1,1,1
1388,Water Lilies by Monet ,cavsforever,255,,00:01:00,control,1,1,1,1,1,1,1
1389,Love the bright green,Ataylor,255,,00:04:13,control,1,1,1,1,1,1,1
1390,It's a great way to get some more fruit in your diet!,dana84,256,,00:01:00,control,1,1,1,1,1,1,1
1391,Right?? They're so underrated!,ayoitsayo,256,,00:04:13,control,1,1,1,1,1,1,1
1392,There's no beating chocolate chips in my book lol,sweetietooth,256,,00:04:48,control,1,1,1,1,1,1,1
1393,What a cool project!,ayoitsayo,257,,00:01:00,control,1,1,1,1,1,1,1
1394,"This looks awesome, I can dig around for some!",sweetietooth,257,,00:03:14,control,1,1,1,1,1,1,1
1395,I would totally buy one of these from you,lucyinurdreams,257,,00:01:00,control,1,1,1,1,1,1,1
1396,"I have so many old collage shirts, this is perfect.",jupiterpride,257,,00:08:24,control,1,1,1,1,1,1,1
1397,There's no place like home :),sweetietooth,258,,00:01:00,control,1,1,1,1,1,1,1
1398,Welcome back!,lucyinurdreams,258,,00:06:33,control,1,1,1,1,1,1,1
1399,"Love the photo, you look so happy",chefricky,258,,00:03:33,control,1,1,1,1,1,1,1
1400,"Haha, I love the colors!",lucyinurdreams,259,,00:01:00,control,1,1,1,1,1,1,1
1401,"Ooo I see what you mean, so bright and colorful!",chefricky,259,,00:05:11,control,1,1,1,1,1,1,1
1402,I still wanna see your paintings sometime :),fgonzalez,259,,00:09:16,control,1,1,1,1,1,1,1
1403,Cool photo but I'm sure the painting was beautiful,cavsforever,259,,00:01:00,control,1,1,1,1,1,1,1
1404,Make sure to wash before they harden or the brushes will get ruined,HP743,259,,00:08:24,control,1,1,1,1,1,1,1
1405,Looks lovely!,chefricky,260,,00:01:00,control,1,1,1,1,1,1,1
1406,"I'm biased towards deeper, darker colors, but they both look great!",fgonzalez,260,,00:08:24,control,1,1,1,1,1,1,1
1407,Can't wait to see the final product!,clayton.myers,260,,00:05:12,control,1,1,1,1,1,1,1
1408,Now that's a cool car,fgonzalez,261,,00:01:00,control,1,1,1,1,1,1,1
1409,"Such a fun day, good for you",clayton.myers,261,,00:03:12,control,1,1,1,1,1,1,1
1410,Looking good!,aleeboi,261,,00:01:00,control,1,1,1,1,1,1,1
1411,what a flat car LOL,MedicalRyan,261,,00:08:24,control,1,1,1,1,1,1,1
1412,It's a beautiful day for it!,clayton.myers,262,,00:01:00,control,1,1,1,1,1,1,1
1413,Way to be active!,aleeboi,262,,00:06:42,control,1,1,1,1,1,1,1
1414,Seems like a ton of fun :),mewranda,262,,00:09:54,control,1,1,1,1,1,1,1
1415,"Hahahaha, my friends and I are wack",aleeboi,263,,00:01:00,control,1,1,1,1,1,1,1
1416,Don't know where I'd be without my weirdos :),mewranda,263,,00:03:28,control,1,1,1,1,1,1,1
1417,LOL love <3,gwenfromtheblock,263,,00:05:51,control,1,1,1,1,1,1,1
1418,you all look so happy to be with each other,EmmaSmith0214,263,,0:03:00,control,1,1,1,1,1,1,1
1419,"if you think your friends are crazy, what are you?? hahahha ",KatieeeM,263,,00:08:24,control,1,1,1,1,1,1,1
1420,Makes the running pain worth it!,mewranda,264,,00:01:00,control,1,1,1,1,1,1,1
1421,There's not beating that.,gwenfromtheblock,264,,00:01:47,control,1,1,1,1,1,1,1
1422,lovely!,masterchefterry,264,,00:03:55,control,1,1,1,1,1,1,1
1423,HA! I blink and everything's out of place again!,gwenfromtheblock,265,,00:01:00,control,1,1,1,1,1,1,1
1424,Someday we'll figure out how to keep things in order....,masterchefterry,265,,00:08:00,control,1,1,1,1,1,1,1
1425,This is so relatable!,difrad,265,,0:03:00,control,1,1,1,1,1,1,1
1426,Impossible to keep a home cleaner than 5 minutes,EmmaSmith0214,265,,00:08:24,control,1,1,1,1,1,1,1
1427,"There are two types of people in the world. Those who put ketchup on the side of their plate, and cool people.",masterchefterry,266,,00:01:00,control,1,1,1,1,1,1,1
1428,Classic Kristen!,difrad,266,,00:02:47,control,1,1,1,1,1,1,1
1429,"Lol love this, too true.",M.Kapadia92,266,,00:00:17,control,1,1,1,1,1,1,1
1430,Dang that's a sick photo,difrad,267,,00:01:00,control,1,1,1,1,1,1,1
1431,bet lmk where you're going next time,M.Kapadia92,267,,00:05:53,control,1,1,1,1,1,1,1
1432,was a sick night,SnakeCharmer,267,,00:03:38,control,1,1,1,1,1,1,1
1433,nice bro,Marcymaniac,267,,0:03:00,control,1,1,1,1,1,1,1
1434,looking good  😏,breathe_in,267,,00:08:24,control,1,1,1,1,1,1,1
1435,OMG ME,M.Kapadia92,268,,00:01:00,control,1,1,1,1,1,1,1
1436,One of my favorite parks!,SnakeCharmer,268,,00:04:48,control,1,1,1,1,1,1,1
1437,Ahhh not for me!! I'm terrified of them,livelaughlove,268,,00:08:00,control,1,1,1,1,1,1,1
1438,I was super jealous for a second!,SnakeCharmer,269,,00:01:00,control,1,1,1,1,1,1,1
1439,Still a great game to be at!,livelaughlove,269,,00:02:46,control,1,1,1,1,1,1,1
1440,those damn yankees........,bblueberryy,269,,0:03:00,control,1,1,1,1,1,1,1
1441,You almost had me!,generic-joe,269,,00:08:24,control,1,1,1,1,1,1,1
1442,You're right it totally does!,livelaughlove,270,,00:01:00,control,1,1,1,1,1,1,1
1443,SO pretty!,bblueberryy,270,,00:08:15,control,1,1,1,1,1,1,1
1444,"How beautiful, thank you for sharing.",ancho-n-cayenne,270,,00:04:11,control,1,1,1,1,1,1,1
1445,Best vibes ever,bblueberryy,271,,00:01:00,control,1,1,1,1,1,1,1
1446,I swear this is so underrated hahahaha,ancho-n-cayenne,271,,00:00:41,control,1,1,1,1,1,1,1
1447,Looks like a great time!,john73,271,,00:02:04,control,1,1,1,1,1,1,1
1448,"ugh im so jealous, my friends hate taking pictures",southerngirlCel,271,,0:03:00,control,1,1,1,1,1,1,1
1449,you guys look amazing as always!! 😍😍😍,PatelS,271,,00:08:24,control,1,1,1,1,1,1,1
1450,Happy Birthday!,ancho-n-cayenne,272,,00:01:00,control,1,1,1,1,1,1,1
1451,Wishing you the best!,john73,272,,00:00:32,control,1,1,1,1,1,1,1
1452,Happy Birthday Ashley!!,coachmatthews,272,,00:00:35,control,1,1,1,1,1,1,1
1453,Omg that's sick,john73,273,,00:01:00,control,1,1,1,1,1,1,1
1454,Damn I totally would've wanted to drive it lol,coachmatthews,273,,00:08:57,control,1,1,1,1,1,1,1
1455,So cool!,NoahM1121,273,,0:03:00,control,1,1,1,1,1,1,1
1456,I wouldn't let you anywhere near my car haha ,M.Kapadia92,273,,00:08:24,control,1,1,1,1,1,1,1
1457,Break a leg!,coachmatthews,274,,00:01:00,control,1,1,1,1,1,1,1
1458,I wouldn't miss it for the world :),NoahM1121,274,,00:09:19,control,1,1,1,1,1,1,1
1459,Can't wait to see it! Break a leg!,MannyDL34,274,,00:08:57,control,1,1,1,1,1,1,1
1460,You are so talented!,NoahM1121,275,,00:01:00,control,1,1,1,1,1,1,1
1461,Oh wow! I love it!,MannyDL34,275,,00:08:16,control,1,1,1,1,1,1,1
1462,Stunning,sweetpea,275,,0:03:00,control,1,1,1,1,1,1,1
1463,you should blend the eye a little more ,bblueberryy,275,,00:08:24,control,1,1,1,1,1,1,1
1464,Planners are my LIFE,MannyDL34,276,,00:01:00,control,1,1,1,1,1,1,1
1465,I don't know what I'd do without my planner,sweetpea,276,,00:00:22,control,1,1,1,1,1,1,1
1466,I aspire to be as organized as you lol,mateoV,276,,00:08:19,control,1,1,1,1,1,1,1
1467,Safe travels!,sweetpea,277,,00:01:00,control,1,1,1,1,1,1,1
1468,Exciting! That opens so many doors,mateoV,277,,00:05:51,control,1,1,1,1,1,1,1
1469,Take me with you!!,artisanalways,277,,00:08:43,control,1,1,1,1,1,1,1
1470,You should visit Prague. Super affordable and beautiful.,caffeinated,277,,0:03:00,control,1,1,1,1,1,1,1
1471,Cant wait to hear about all the places you'll visit,ria_camiii,277,,0:12:24,control,1,1,1,1,1,1,1
1472,relatable af,mateoV,278,,00:01:00,control,1,1,1,1,1,1,1
